   0 245  1999.3686523    465107 336497.41      2.66     87.83      1.00      4.69     87.70      3.03      6.80
   0 246  1999.3957520    465703 338361.00     -1.42     87.28      0.58      0.60     87.12      2.62      6.62
   0 247  1999.4229736    464270 337161.91      0.93     85.88      0.41      2.97     85.82      2.45      6.57
   0 248  1999.4500732    464547 337400.50     -1.78     85.44      0.53      0.26     85.39      2.58      6.66
   0 249  1999.4772949    465797 339265.31      0.85     81.59      1.09      2.90     81.56      3.14      6.99
   0 250  1999.5043945    458468 335933.81      2.27     83.43      1.57      4.33     83.48      3.62      7.03
   0 251  1999.5316162    458077 335865.91      2.28     83.01      2.30      4.34     83.12      4.35      7.09
   0 252  1999.5588379    454627 333826.41      2.42     82.61      3.11      4.48     82.77      5.17      7.05
   0 253  1999.5859375    455126 336074.69      3.95     83.47      4.06      6.00     83.74      6.12      6.97
   0 254  1999.6131592    449840 333415.09      3.82     84.34      5.26      5.89     84.65      7.32      7.03
   0 255  1999.6402588    450803 333726.31      9.01     84.33      6.78     11.07     84.74      8.85      7.39
 999 256  1999.6674805    177752 133162.41      4.56     93.62      8.56      6.69     94.01     10.63      8.03
   0 257  1999.6945801    452886 335724.41      9.29     86.60     10.25     11.38     87.05     12.34      8.70
   0 258  1999.7218018    450393 333066.81     12.21     87.16     11.62     14.32     87.68     13.71      9.21
   0 259  1999.7489014    411687 304823.50     11.39     88.63     12.37     13.47     89.19     14.47      9.33
   0 260  1999.7761230    410944 303817.00     16.13     88.45     13.16     18.21     88.98     15.27      9.76
   0 261  1999.8032227    448207 331150.00     14.97     88.51     13.29     17.06     88.94     15.41      9.81
   0 262  1999.8304443    460170 338603.09     13.08     88.80     12.93     15.21     89.22     15.05      9.64
   0 263  1999.8576660    459454 336674.19     11.41     89.70     12.59     13.56     90.16     14.73      9.75
   0 264  1999.8847656    447212 325834.69     12.12     87.97     12.16     14.31     88.39     14.32      9.98
   0 265  1999.9119873    463944 337771.81     10.56     87.71     11.85     12.73     88.00     14.01     10.45
 999 266  1999.9390869    444016 326025.69     12.75     93.15     11.58     14.89     93.37     13.75     11.05
   0 267  1999.9663086    467427 339476.41     13.07     87.34     11.17     15.27     87.55     13.35     11.53
   0 268  1999.9934082    463563 336830.50     12.80     86.97     10.55     14.97     87.11     12.74     11.75
   0 269  2000.0205078    461724 335283.09      7.29     84.18      9.78      9.47     84.32     11.98     11.74
   0 270  2000.0476074    470925 340358.91      9.32     85.82      8.96     11.53     85.94     11.16     11.56
   0 271  2000.0747070    464579 335975.31      9.95     87.66      8.26     12.17     87.65     10.46     11.38
